season,week,conference,player_id,roster_status
2026,1,AFC,17567,Active
2026,1,AFC,17568,Active
2026,1,AFC,17569,Active
2026,1,AFC,17570,Active
2026,1,AFC,17571,Active
2026,1,AFC,17572,Active
2026,1,AFC,17573,Active
2026,1,AFC,17575,Active
2026,1,AFC,17576,Active
2026,1,AFC,17577,Active
2026,1,AFC,17578,Active
2026,1,AFC,17579,Active
2026,1,AFC,17580,Active
2026,1,AFC,17581,Active
2026,1,AFC,17582,Active
2026,1,AFC,17583,Active
2026,1,AFC,17584,Active
2026,1,AFC,17585,Active
2026,1,AFC,17586,Active
2026,1,AFC,17587,Active
2026,1,AFC,17588,Active
2026,1,AFC,17589,Active
2026,1,AFC,17590,Active
2026,1,AFC,17593,Active
2026,1,AFC,17594,INJURED_RESERVE
2026,1,AFC,17595,Active
2026,1,AFC,17596,INJURED_RESERVE
2026,1,AFC,17597,Active
2026,1,AFC,17599,Active
2026,1,AFC,17601,Active
2026,1,AFC,17606,Active
2026,1,AFC,17607,Active
2026,1,AFC,17611,Active
2026,1,AFC,17612,INJURED_RESERVE
2026,1,AFC,17613,Active
2026,1,AFC,17616,Active
2026,1,AFC,17617,Active
2026,1,AFC,17619,Active
2026,1,AFC,17621,Active
2026,1,AFC,17622,Active
2026,1,AFC,17623,Active
2026,1,AFC,17626,Active
2026,1,AFC,17628,Active
2026,1,AFC,17629,Active
2026,1,AFC,17634,Active
2026,1,AFC,17639,Active
2026,1,AFC,17640,Active
2026,1,AFC,17646,Active
2026,1,AFC,17652,Taxi
2026,1,AFC,17657,Active
2026,1,AFC,17664,Active
2026,1,AFC,17665,Active
2026,1,AFC,17667,Active
2026,1,AFC,17668,Active
2026,1,AFC,17676,Active
2026,1,AFC,17685,Active
2026,1,AFC,17690,INJURED_RESERVE
2026,1,AFC,17706,Active
2026,1,AFC,7836,Active
2026,1,AFC,8851,Active
2026,1,AFC,9051,Active
2026,1,AFC,9431,Active
2026,1,NFC,10266,Active
2026,1,NFC,10267,Active
2026,1,NFC,10292,Active
2026,1,NFC,10700,Active
2026,1,NFC,10775,Active
2026,1,NFC,10783,Active
2026,1,NFC,10816,Active
2026,1,NFC,11150,Active
2026,1,NFC,11222,Active
2026,1,NFC,11244,Active
2026,1,NFC,11671,Active
2026,1,NFC,11675,Active
2026,1,NFC,11721,Active
